split,sentence,tokens,ner_tags,ner_labels
validation,Levonordefrin was administered for malocclusion .,Levonordefrin|was|administered|for|malocclusion|.,0 0 0 0 1 0,O|O|O|O|B-Disease|O
validation,Prescribed sodium hypochlorite to manage halitosis .,Prescribed|sodium|hypochlorite|to|manage|halitosis|.,0 3 4 0 0 1 0,O|B-Chemical|I-Chemical|O|O|B-Disease|O
validation,"Diagnosis of angular cheilitis confirmed , tranexamic acid recommended .","Diagnosis|of|angular|cheilitis|confirmed|,|tranexamic|acid|recommended|.",0 0 1 2 0 0 3 4 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|I-Chemical|O|O
validation,Patient was prescribed tranexamic acid for necrotizing gingivitis .,Patient|was|prescribed|tranexamic|acid|for|necrotizing|gingivitis|.,0 0 0 3 4 0 1 2 0,O|O|O|B-Chemical|I-Chemical|O|B-Disease|I-Disease|O
validation,Prescribed acidulated phosphate fluoride to manage gingival enlargement .,Prescribed|acidulated|phosphate|fluoride|to|manage|gingival|enlargement|.,0 3 4 4 0 0 1 2 0,O|B-Chemical|I-Chemical|I-Chemical|O|O|B-Disease|I-Disease|O
validation,Patient was prescribed epinephrine for angular cheilitis .,Patient|was|prescribed|epinephrine|for|angular|cheilitis|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
validation,Treatment for anodontia includes clindamycin .,Treatment|for|anodontia|includes|clindamycin|.,0 0 1 0 3 0,O|O|B-Disease|O|B-Chemical|O
validation,"Diagnosis of periapical abscess confirmed , triazolam recommended .","Diagnosis|of|periapical|abscess|confirmed|,|triazolam|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
validation,"Patient reports gingival enlargement , amoxicillin prescribed .","Patient|reports|gingival|enlargement|,|amoxicillin|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
validation,Amoxicillin clavulanate was administered for dry socket .,Amoxicillin|clavulanate|was|administered|for|dry|socket|.,0 0 0 0 0 1 2 0,O|O|O|O|O|B-Disease|I-Disease|O
validation,Treatment for bleeding gums includes mineral trioxide aggregate .,Treatment|for|bleeding|gums|includes|mineral|trioxide|aggregate|.,0 0 1 2 0 3 4 4 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|I-Chemical|O
validation,"Patient reports infection , tramadol prescribed .","Patient|reports|infection|,|tramadol|prescribed|.",0 0 1 0 3 0 0,O|O|B-Disease|O|B-Chemical|O|O
validation,Patient was prescribed doxycycline for canker sore .,Patient|was|prescribed|doxycycline|for|canker|sore|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
validation,Patient was prescribed epinephrine for toothache .,Patient|was|prescribed|epinephrine|for|toothache|.,0 0 0 3 0 1 0,O|O|O|B-Chemical|O|B-Disease|O
validation,Prescribed acetaminophen to manage root resorption .,Prescribed|acetaminophen|to|manage|root|resorption|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
validation,Treatment for inflammation includes acidulated phosphate fluoride .,Treatment|for|inflammation|includes|acidulated|phosphate|fluoride|.,0 0 1 0 3 4 4 0,O|O|B-Disease|O|B-Chemical|I-Chemical|I-Chemical|O
validation,Prescribed ciprofloxacin to manage pericoronal infection .,Prescribed|ciprofloxacin|to|manage|pericoronal|infection|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
validation,Prescribed amoxicillin to manage canker sore .,Prescribed|amoxicillin|to|manage|canker|sore|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
validation,Treatment for glossodynia includes tranexamic acid .,Treatment|for|glossodynia|includes|tranexamic|acid|.,0 0 1 0 3 4 0,O|O|B-Disease|O|B-Chemical|I-Chemical|O
validation,The patient has stomatitis and was started on lidocaine .,The|patient|has|stomatitis|and|was|started|on|lidocaine|.,0 0 0 1 0 0 0 0 3 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|O
validation,"Patient reports reversible pulpitis , hydrogen peroxide prescribed .","Patient|reports|reversible|pulpitis|,|hydrogen|peroxide|prescribed|.",0 0 1 2 0 3 4 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|O|O
validation,Treatment for apical periodontitis includes amoxicillin clavulanate .,Treatment|for|apical|periodontitis|includes|amoxicillin|clavulanate|.,0 0 1 2 0 3 4 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|O
validation,Treatment for necrotizing gingivitis includes doxycycline .,Treatment|for|necrotizing|gingivitis|includes|doxycycline|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
validation,Patient was prescribed triazolam for open bite .,Patient|was|prescribed|triazolam|for|open|bite|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
validation,Prescribed clarithromycin to manage gum recession .,Prescribed|clarithromycin|to|manage|gum|recession|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
validation,Povidone iodine was administered for glossitis .,Povidone|iodine|was|administered|for|glossitis|.,0 0 0 0 0 1 0,O|O|O|O|O|B-Disease|O
validation,Methylprednisolone was administered for pulp necrosis .,Methylprednisolone|was|administered|for|pulp|necrosis|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
validation,"Patient reports crossbite , clindamycin prescribed .","Patient|reports|crossbite|,|clindamycin|prescribed|.",0 0 1 0 3 0 0,O|O|B-Disease|O|B-Chemical|O|O
validation,Treatment for necrotizing gingivitis includes nystatin .,Treatment|for|necrotizing|gingivitis|includes|nystatin|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
validation,"Diagnosis of pulpitis confirmed , codeine recommended .","Diagnosis|of|pulpitis|confirmed|,|codeine|recommended|.",0 0 1 0 0 3 0 0,O|O|B-Disease|O|O|B-Chemical|O|O
validation,Treatment for necrotizing gingivitis includes mineral trioxide aggregate .,Treatment|for|necrotizing|gingivitis|includes|mineral|trioxide|aggregate|.,0 0 1 2 0 3 4 4 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|I-Chemical|O
validation,"Patient reports apical periodontitis , aspirin prescribed .","Patient|reports|apical|periodontitis|,|aspirin|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
validation,Patient was prescribed hydrogen peroxide for overbite .,Patient|was|prescribed|hydrogen|peroxide|for|overbite|.,0 0 0 3 4 0 1 0,O|O|O|B-Chemical|I-Chemical|O|B-Disease|O
validation,Treatment for necrotizing periodontitis includes mepivacaine .,Treatment|for|necrotizing|periodontitis|includes|mepivacaine|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
validation,"Patient reports dental caries , ibuprofen prescribed .","Patient|reports|dental|caries|,|ibuprofen|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
validation,"Patient reports sensitivity , doxycycline prescribed .","Patient|reports|sensitivity|,|doxycycline|prescribed|.",0 0 1 0 3 0 0,O|O|B-Disease|O|B-Chemical|O|O
validation,Prescribed prilocaine to manage halitosis .,Prescribed|prilocaine|to|manage|halitosis|.,0 3 0 0 1 0,O|B-Chemical|O|O|B-Disease|O
validation,Treatment for pulp necrosis includes tetracaine .,Treatment|for|pulp|necrosis|includes|tetracaine|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
validation,"Diagnosis of oral infection confirmed , clotrimazole recommended .","Diagnosis|of|oral|infection|confirmed|,|clotrimazole|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
validation,"Diagnosis of tooth mobility confirmed , stannous fluoride recommended .","Diagnosis|of|tooth|mobility|confirmed|,|stannous|fluoride|recommended|.",0 0 1 2 0 0 3 4 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|I-Chemical|O|O
validation,Prescribed clindamycin to manage supernumerary teeth .,Prescribed|clindamycin|to|manage|supernumerary|teeth|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
validation,Sodium fluoride was administered for oral infection .,Sodium|fluoride|was|administered|for|oral|infection|.,0 0 0 0 0 1 2 0,O|O|O|O|O|B-Disease|I-Disease|O
validation,Prescribed pilocarpine to manage tooth erosion .,Prescribed|pilocarpine|to|manage|tooth|erosion|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
validation,Prescribed ciprofloxacin to manage tooth mobility .,Prescribed|ciprofloxacin|to|manage|tooth|mobility|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
validation,The patient has gingival hyperplasia and was started on naproxen .,The|patient|has|gingival|hyperplasia|and|was|started|on|naproxen|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
validation,Prescribed clotrimazole to manage canker sore .,Prescribed|clotrimazole|to|manage|canker|sore|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
validation,Patient was prescribed aspirin for dental infection .,Patient|was|prescribed|aspirin|for|dental|infection|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
validation,Midazolam was administered for exposed root .,Midazolam|was|administered|for|exposed|root|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
validation,Sodium hypochlorite was administered for tmj disorder .,Sodium|hypochlorite|was|administered|for|tmj|disorder|.,0 0 0 0 0 1 2 0,O|O|O|O|O|B-Disease|I-Disease|O
validation,Prescribed tramadol to manage exposed root .,Prescribed|tramadol|to|manage|exposed|root|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
validation,The patient has exposed root and was started on mepivacaine .,The|patient|has|exposed|root|and|was|started|on|mepivacaine|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
validation,"Patient reports dentin hypersensitivity , minocycline prescribed .","Patient|reports|dentin|hypersensitivity|,|minocycline|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
validation,Treatment for oral thrush includes povidone iodine .,Treatment|for|oral|thrush|includes|povidone|iodine|.,0 0 1 2 0 3 4 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|O
validation,Treatment for halitosis includes calcium hydroxide .,Treatment|for|halitosis|includes|calcium|hydroxide|.,0 0 1 0 3 4 0,O|O|B-Disease|O|B-Chemical|I-Chemical|O
validation,Patient was prescribed calcium hydroxide for gum disease .,Patient|was|prescribed|calcium|hydroxide|for|gum|disease|.,0 0 0 3 4 0 1 2 0,O|O|O|B-Chemical|I-Chemical|O|B-Disease|I-Disease|O
validation,Patient was prescribed silver diamine fluoride for sensitivity .,Patient|was|prescribed|silver|diamine|fluoride|for|sensitivity|.,0 0 0 3 4 4 0 1 0,O|O|O|B-Chemical|I-Chemical|I-Chemical|O|B-Disease|O
validation,"Diagnosis of root caries confirmed , stannous fluoride recommended .","Diagnosis|of|root|caries|confirmed|,|stannous|fluoride|recommended|.",0 0 1 2 0 0 3 4 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|I-Chemical|O|O
validation,"Diagnosis of supernumerary teeth confirmed , mepivacaine recommended .","Diagnosis|of|supernumerary|teeth|confirmed|,|mepivacaine|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
validation,The patient has underbite and was started on minocycline .,The|patient|has|underbite|and|was|started|on|minocycline|.,0 0 0 1 0 0 0 0 3 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|O
validation,Penicillin was administered for retained root .,Penicillin|was|administered|for|retained|root|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
validation,Stannous fluoride was administered for reversible pulpitis .,Stannous|fluoride|was|administered|for|reversible|pulpitis|.,0 0 0 0 0 1 2 0,O|O|O|O|O|B-Disease|I-Disease|O
validation,The patient has stomatitis and was started on calcium hydroxide .,The|patient|has|stomatitis|and|was|started|on|calcium|hydroxide|.,0 0 0 1 0 0 0 0 3 4 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|I-Chemical|O
validation,Prescribed articaine to manage tooth abrasion .,Prescribed|articaine|to|manage|tooth|abrasion|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
validation,Triazolam was administered for tooth fracture .,Triazolam|was|administered|for|tooth|fracture|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
validation,"Diagnosis of glossitis confirmed , silver diamine fluoride recommended .","Diagnosis|of|glossitis|confirmed|,|silver|diamine|fluoride|recommended|.",0 0 1 0 0 3 4 4 0 0,O|O|B-Disease|O|O|B-Chemical|I-Chemical|I-Chemical|O|O
validation,The patient has periodontal disease and was started on tramadol .,The|patient|has|periodontal|disease|and|was|started|on|tramadol|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
validation,"Patient reports odontogenic cyst , tranexamic acid prescribed .","Patient|reports|odontogenic|cyst|,|tranexamic|acid|prescribed|.",0 0 1 2 0 3 4 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|O|O
validation,Prescribed sodium fluoride to manage enamel erosion .,Prescribed|sodium|fluoride|to|manage|enamel|erosion|.,0 3 4 0 0 1 2 0,O|B-Chemical|I-Chemical|O|O|B-Disease|I-Disease|O
validation,"Patient reports sialadenitis , silver diamine fluoride prescribed .","Patient|reports|sialadenitis|,|silver|diamine|fluoride|prescribed|.",0 0 1 0 3 4 4 0 0,O|O|B-Disease|O|B-Chemical|I-Chemical|I-Chemical|O|O
validation,"Diagnosis of tooth loss confirmed , triazolam recommended .","Diagnosis|of|tooth|loss|confirmed|,|triazolam|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
validation,Zinc oxide eugenol was administered for cracked tooth .,Zinc|oxide|eugenol|was|administered|for|cracked|tooth|.,0 0 0 0 0 0 1 2 0,O|O|O|O|O|O|B-Disease|I-Disease|O
validation,Patient was prescribed amoxicillin for dry socket .,Patient|was|prescribed|amoxicillin|for|dry|socket|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
validation,"Diagnosis of tooth fracture confirmed , prednisone recommended .","Diagnosis|of|tooth|fracture|confirmed|,|prednisone|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
validation,Patient was prescribed tranexamic acid for pulpitis .,Patient|was|prescribed|tranexamic|acid|for|pulpitis|.,0 0 0 3 4 0 1 0,O|O|O|B-Chemical|I-Chemical|O|B-Disease|O
validation,Treatment for enamel hypoplasia includes prednisone .,Treatment|for|enamel|hypoplasia|includes|prednisone|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
validation,Treatment for inflammation includes amoxicillin clavulanate .,Treatment|for|inflammation|includes|amoxicillin|clavulanate|.,0 0 1 0 3 4 0,O|O|B-Disease|O|B-Chemical|I-Chemical|O
validation,The patient has ankylosis and was started on triamcinolone .,The|patient|has|ankylosis|and|was|started|on|triamcinolone|.,0 0 0 1 0 0 0 0 3 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|O
validation,Nystatin was administered for oral infection .,Nystatin|was|administered|for|oral|infection|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
validation,Treatment for cracked tooth includes minocycline .,Treatment|for|cracked|tooth|includes|minocycline|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
validation,Patient was prescribed erythromycin for dry mouth .,Patient|was|prescribed|erythromycin|for|dry|mouth|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
validation,"Patient reports alveolar bone loss , mepivacaine prescribed .","Patient|reports|alveolar|bone|loss|,|mepivacaine|prescribed|.",0 0 1 2 2 0 3 0 0,O|O|B-Disease|I-Disease|I-Disease|O|B-Chemical|O|O
validation,"Patient reports inflammation , benzocaine prescribed .","Patient|reports|inflammation|,|benzocaine|prescribed|.",0 0 1 0 3 0 0,O|O|B-Disease|O|B-Chemical|O|O
validation,"Diagnosis of gingival recession confirmed , metronidazole recommended .","Diagnosis|of|gingival|recession|confirmed|,|metronidazole|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
validation,Tramadol was administered for stomatitis .,Tramadol|was|administered|for|stomatitis|.,0 0 0 0 1 0,O|O|O|O|B-Disease|O
validation,Acidulated phosphate fluoride was administered for delayed eruption .,Acidulated|phosphate|fluoride|was|administered|for|delayed|eruption|.,0 0 0 0 0 0 1 2 0,O|O|O|O|O|O|B-Disease|I-Disease|O
validation,Prescribed ibuprofen to manage aphthous ulcer .,Prescribed|ibuprofen|to|manage|aphthous|ulcer|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
validation,The patient has dry mouth and was started on clindamycin .,The|patient|has|dry|mouth|and|was|started|on|clindamycin|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
validation,Azithromycin was administered for furcation involvement .,Azithromycin|was|administered|for|furcation|involvement|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
validation,"Patient reports alveolar bone loss , nitrous oxide prescribed .","Patient|reports|alveolar|bone|loss|,|nitrous|oxide|prescribed|.",0 0 1 2 2 0 3 4 0 0,O|O|B-Disease|I-Disease|I-Disease|O|B-Chemical|I-Chemical|O|O
validation,Prescribed stannous fluoride to manage geographic tongue .,Prescribed|stannous|fluoride|to|manage|geographic|tongue|.,0 3 4 0 0 1 2 0,O|B-Chemical|I-Chemical|O|O|B-Disease|I-Disease|O
validation,"Patient reports abscess , triamcinolone prescribed .","Patient|reports|abscess|,|triamcinolone|prescribed|.",0 0 1 0 3 0 0,O|O|B-Disease|O|B-Chemical|O|O
validation,Prescribed metronidazole to manage sensitivity .,Prescribed|metronidazole|to|manage|sensitivity|.,0 3 0 0 1 0,O|B-Chemical|O|O|B-Disease|O
validation,"Diagnosis of pericoronitis confirmed , amlexanox recommended .","Diagnosis|of|pericoronitis|confirmed|,|amlexanox|recommended|.",0 0 1 0 0 3 0 0,O|O|B-Disease|O|O|B-Chemical|O|O
validation,Prescribed penicillin to manage underbite .,Prescribed|penicillin|to|manage|underbite|.,0 3 0 0 1 0,O|B-Chemical|O|O|B-Disease|O
validation,"Patient reports oral leukoplakia , acidulated phosphate fluoride prescribed .","Patient|reports|oral|leukoplakia|,|acidulated|phosphate|fluoride|prescribed|.",0 0 1 2 0 3 4 4 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|I-Chemical|O|O
validation,Prescribed fluoride to manage abscess .,Prescribed|fluoride|to|manage|abscess|.,0 3 0 0 1 0,O|B-Chemical|O|O|B-Disease|O
validation,"Patient reports pulp necrosis , pilocarpine prescribed .","Patient|reports|pulp|necrosis|,|pilocarpine|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
validation,Prescribed codeine to manage stomatitis .,Prescribed|codeine|to|manage|stomatitis|.,0 3 0 0 1 0,O|B-Chemical|O|O|B-Disease|O
validation,The patient has abscess and was started on amlexanox .,The|patient|has|abscess|and|was|started|on|amlexanox|.,0 0 0 1 0 0 0 0 3 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|O
validation,The patient has root resorption and was started on dexamethasone .,The|patient|has|root|resorption|and|was|started|on|dexamethasone|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
validation,Patient was prescribed acidulated phosphate fluoride for jaw pain .,Patient|was|prescribed|acidulated|phosphate|fluoride|for|jaw|pain|.,0 0 0 3 4 4 0 1 2 0,O|O|O|B-Chemical|I-Chemical|I-Chemical|O|B-Disease|I-Disease|O
validation,Prescribed aspirin to manage halitosis .,Prescribed|aspirin|to|manage|halitosis|.,0 3 0 0 1 0,O|B-Chemical|O|O|B-Disease|O
validation,"Diagnosis of embedded tooth confirmed , lidocaine recommended .","Diagnosis|of|embedded|tooth|confirmed|,|lidocaine|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
validation,Prescribed ketorolac to manage chronic gingivitis .,Prescribed|ketorolac|to|manage|chronic|gingivitis|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
validation,Treatment for gum disease includes clarithromycin .,Treatment|for|gum|disease|includes|clarithromycin|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
validation,Prescribed bupivacaine to manage tooth mobility .,Prescribed|bupivacaine|to|manage|tooth|mobility|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
validation,Amoxicillin was administered for mucocele .,Amoxicillin|was|administered|for|mucocele|.,0 0 0 0 1 0,O|O|O|O|B-Disease|O
validation,The patient has ankylosis and was started on ciprofloxacin .,The|patient|has|ankylosis|and|was|started|on|ciprofloxacin|.,0 0 0 1 0 0 0 0 3 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|O
validation,"Diagnosis of gingivitis confirmed , tetracycline recommended .","Diagnosis|of|gingivitis|confirmed|,|tetracycline|recommended|.",0 0 1 0 0 3 0 0,O|O|B-Disease|O|O|B-Chemical|O|O
validation,"Patient reports cavity , amoxicillin clavulanate prescribed .","Patient|reports|cavity|,|amoxicillin|clavulanate|prescribed|.",0 0 1 0 3 4 0 0,O|O|B-Disease|O|B-Chemical|I-Chemical|O|O
validation,The patient has necrotizing gingivitis and was started on amoxicillin .,The|patient|has|necrotizing|gingivitis|and|was|started|on|amoxicillin|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
validation,Treatment for aphthous ulcer includes sodium fluoride .,Treatment|for|aphthous|ulcer|includes|sodium|fluoride|.,0 0 1 2 0 3 4 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|O
validation,The patient has inflammation and was started on lidocaine .,The|patient|has|inflammation|and|was|started|on|lidocaine|.,0 0 0 1 0 0 0 0 3 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|O
validation,Sodium fluoride was administered for tooth abrasion .,Sodium|fluoride|was|administered|for|tooth|abrasion|.,0 0 0 0 0 1 2 0,O|O|O|O|O|B-Disease|I-Disease|O
validation,Midazolam was administered for cavity .,Midazolam|was|administered|for|cavity|.,0 0 0 0 1 0,O|O|O|O|B-Disease|O
validation,Patient was prescribed ibuprofen for burning mouth syndrome .,Patient|was|prescribed|ibuprofen|for|burning|mouth|syndrome|.,0 0 0 3 0 1 2 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|I-Disease|O
validation,Treatment for malocclusion includes acetaminophen .,Treatment|for|malocclusion|includes|acetaminophen|.,0 0 1 0 3 0,O|O|B-Disease|O|B-Chemical|O
validation,"Patient reports halitosis , tetracycline prescribed .","Patient|reports|halitosis|,|tetracycline|prescribed|.",0 0 1 0 3 0 0,O|O|B-Disease|O|B-Chemical|O|O
validation,Treatment for bone loss includes triazolam .,Treatment|for|bone|loss|includes|triazolam|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
validation,The patient has halitosis and was started on erythromycin .,The|patient|has|halitosis|and|was|started|on|erythromycin|.,0 0 0 1 0 0 0 0 3 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|O
validation,Treatment for impacted tooth includes penicillin .,Treatment|for|impacted|tooth|includes|penicillin|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
validation,Treatment for gum disease includes tranexamic acid .,Treatment|for|gum|disease|includes|tranexamic|acid|.,0 0 1 2 0 3 4 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|O
validation,The patient has acute gingivitis and was started on triazolam .,The|patient|has|acute|gingivitis|and|was|started|on|triazolam|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
validation,The patient has gum disease and was started on clindamycin .,The|patient|has|gum|disease|and|was|started|on|clindamycin|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
validation,"Diagnosis of apical periodontitis confirmed , ciprofloxacin recommended .","Diagnosis|of|apical|periodontitis|confirmed|,|ciprofloxacin|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
validation,"Patient reports tmj pain , amoxicillin prescribed .","Patient|reports|tmj|pain|,|amoxicillin|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
validation,The patient has oral fibroma and was started on tranexamic acid .,The|patient|has|oral|fibroma|and|was|started|on|tranexamic|acid|.,0 0 0 1 2 0 0 0 0 3 4 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|I-Chemical|O
validation,Patient was prescribed erythromycin for furcation involvement .,Patient|was|prescribed|erythromycin|for|furcation|involvement|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
validation,Patient was prescribed bupivacaine for overbite .,Patient|was|prescribed|bupivacaine|for|overbite|.,0 0 0 3 0 1 0,O|O|O|B-Chemical|O|B-Disease|O
validation,"Diagnosis of oral mucositis confirmed , chlorhexidine recommended .","Diagnosis|of|oral|mucositis|confirmed|,|chlorhexidine|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
validation,Patient was prescribed fluoride for bleeding gums .,Patient|was|prescribed|fluoride|for|bleeding|gums|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
validation,Ibuprofen was administered for pericoronal infection .,Ibuprofen|was|administered|for|pericoronal|infection|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
validation,Prescribed articaine to manage plaque buildup .,Prescribed|articaine|to|manage|plaque|buildup|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
validation,Prescribed tranexamic acid to manage infection .,Prescribed|tranexamic|acid|to|manage|infection|.,0 3 4 0 0 1 0,O|B-Chemical|I-Chemical|O|O|B-Disease|O
validation,Prescribed articaine to manage oral mucositis .,Prescribed|articaine|to|manage|oral|mucositis|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
validation,The patient has gingival enlargement and was started on hydrogen peroxide .,The|patient|has|gingival|enlargement|and|was|started|on|hydrogen|peroxide|.,0 0 0 1 2 0 0 0 0 3 4 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|I-Chemical|O
validation,Treatment for apical periodontitis includes doxycycline .,Treatment|for|apical|periodontitis|includes|doxycycline|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
validation,Treatment for sensitivity includes acetaminophen .,Treatment|for|sensitivity|includes|acetaminophen|.,0 0 1 0 3 0,O|O|B-Disease|O|B-Chemical|O
validation,Prescribed azithromycin to manage crowding .,Prescribed|azithromycin|to|manage|crowding|.,0 3 0 0 1 0,O|B-Chemical|O|O|B-Disease|O
