split,sentence,tokens,ner_tags,ner_labels
test,"Patient reports cavity , penicillin prescribed .","Patient | reports | cavity | , | penicillin | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
test,Penicillin was administered for oral infection .,Penicillin | was | administered | for | oral | infection | .,0 0 0 0 1 2 0,O | O | O | O | B-Disease | I-Disease | O
test,Treatment for gingivitis includes naproxen .,Treatment | for | gingivitis | includes | naproxen | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
test,The patient has toothache and was started on clindamycin .,The | patient | has | toothache | and | was | started | on | clindamycin | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
test,Treatment for sensitivity includes clindamycin .,Treatment | for | sensitivity | includes | clindamycin | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
test,"Diagnosis of gingivitis confirmed , acetaminophen recommended .","Diagnosis | of | gingivitis | confirmed | , | acetaminophen | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
test,Clindamycin was administered for gingivitis .,Clindamycin | was | administered | for | gingivitis | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
test,Chlorhexidine was administered for caries .,Chlorhexidine | was | administered | for | caries | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
test,"Patient reports gum disease , acetaminophen prescribed .","Patient | reports | gum | disease | , | acetaminophen | prescribed | .",0 0 1 2 0 3 0 0,O | O | B-Disease | I-Disease | O | B-Chemical | O | O
test,The patient has toothache and was started on penicillin .,The | patient | has | toothache | and | was | started | on | penicillin | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
test,The patient has dental caries and was started on naproxen .,The | patient | has | dental | caries | and | was | started | on | naproxen | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
test,"Patient reports oral infection , ibuprofen prescribed .","Patient | reports | oral | infection | , | ibuprofen | prescribed | .",0 0 1 2 0 3 0 0,O | O | B-Disease | I-Disease | O | B-Chemical | O | O
test,"Patient reports abscess , amoxicillin prescribed .","Patient | reports | abscess | , | amoxicillin | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
test,Patient was prescribed tetracycline for cavity .,Patient | was | prescribed | tetracycline | for | cavity | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
test,Treatment for gum disease includes clindamycin .,Treatment | for | gum | disease | includes | clindamycin | .,0 0 1 2 0 3 0,O | O | B-Disease | I-Disease | O | B-Chemical | O
test,Tetracycline was administered for dental caries .,Tetracycline | was | administered | for | dental | caries | .,0 0 0 0 1 2 0,O | O | O | O | B-Disease | I-Disease | O
test,"Patient reports oral infection , lidocaine prescribed .","Patient | reports | oral | infection | , | lidocaine | prescribed | .",0 0 1 2 0 3 0 0,O | O | B-Disease | I-Disease | O | B-Chemical | O | O
test,The patient has tooth decay and was started on naproxen .,The | patient | has | tooth | decay | and | was | started | on | naproxen | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
test,"Diagnosis of dental caries confirmed , acetaminophen recommended .","Diagnosis | of | dental | caries | confirmed | , | acetaminophen | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
test,Metronidazole was administered for gum disease .,Metronidazole | was | administered | for | gum | disease | .,0 0 0 0 1 2 0,O | O | O | O | B-Disease | I-Disease | O
test,The patient has sensitivity and was started on fluoride .,The | patient | has | sensitivity | and | was | started | on | fluoride | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
test,"Patient reports caries , naproxen prescribed .","Patient | reports | caries | , | naproxen | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
test,The patient has abscess and was started on naproxen .,The | patient | has | abscess | and | was | started | on | naproxen | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
test,Patient was prescribed lidocaine for periodontitis .,Patient | was | prescribed | lidocaine | for | periodontitis | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
test,Aspirin was administered for cavity .,Aspirin | was | administered | for | cavity | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
test,"Diagnosis of abscess confirmed , tetracycline recommended .","Diagnosis | of | abscess | confirmed | , | tetracycline | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
test,"Patient reports sensitivity , fluoride prescribed .","Patient | reports | sensitivity | , | fluoride | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
test,"Patient reports tooth decay , metronidazole prescribed .","Patient | reports | tooth | decay | , | metronidazole | prescribed | .",0 0 1 2 0 3 0 0,O | O | B-Disease | I-Disease | O | B-Chemical | O | O
test,Prescribed ibuprofen to manage caries .,Prescribed | ibuprofen | to | manage | caries | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
test,"Patient reports periodontitis , naproxen prescribed .","Patient | reports | periodontitis | , | naproxen | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
test,"Patient reports infection , acetaminophen prescribed .","Patient | reports | infection | , | acetaminophen | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
