example_id,text,label,diagnosis,procedure,medication,tooth_number,source_type
4049,Two-week review post in-office bleaching. yellowing enamel lightened successfully; fluoride recommended for maintenance.,whitening_form,yellowing enamel,in-office bleaching,fluoride,11,synthetic_dental_form_example
4050,New patient assessment. overbite identified. braces fitting recommended; ibuprofen provided.,orthodontic_form,overbite,braces fitting,ibuprofen,29,synthetic_dental_form_example
4051,Tooth 22 presented with fractured cusp. temporary filling completed successfully; acetaminophen prescribed.,filling_form,fractured cusp,temporary filling,acetaminophen,22,synthetic_dental_form_example
4052,Hygiene therapist performed dental cleaning for gum inflammation. chlorhexidine rinse recommended for home care.,cleaning_form,gum inflammation,dental cleaning,chlorhexidine rinse,26,synthetic_dental_form_example
4053,Patient phoned reporting lost filling. Seen within the hour. pain management performed; acetaminophen dispensed.,emergency_form,lost filling,pain management,acetaminophen,32,synthetic_dental_form_example
4054,Patient presents with soft tissue laceration. Emergency pain management performed; lidocaine prescribed.,emergency_form,soft tissue laceration,pain management,lidocaine,3,synthetic_dental_form_example
4055,Patient phoned reporting knocked out tooth. Seen within the hour. abscess drainage performed; metronidazole dispensed.,emergency_form,knocked out tooth,abscess drainage,metronidazole,16,synthetic_dental_form_example
4056,Patient reports discomfort from braces fitting. crowded teeth being managed; wire trimmed. acetaminophen suggested.,orthodontic_form,crowded teeth,braces fitting,acetaminophen,23,synthetic_dental_form_example
4057,Patient reports bleeding on brushing consistent with gum recession. scaling and polishing performed; fluoride advised.,cleaning_form,gum recession,scaling and polishing,fluoride,29,synthetic_dental_form_example
4058,Permanent impression taking delivered for tooth 13. tooth discoloration previously managed; fluoride not required beyond today.,crown_bridge_form,tooth discoloration,impression taking,fluoride,13,synthetic_dental_form_example
4059,Clinical findings confirm advanced infection on tooth 24. simple extraction carried out; chlorhexidine rinse given for pain control.,extraction_form,advanced infection,simple extraction,chlorhexidine rinse,24,synthetic_dental_form_example
4060,Tooth 1 has fractured cusp requiring tooth-colored restoration. lidocaine prescribed post-procedure.,filling_form,fractured cusp,tooth-colored restoration,lidocaine,1,synthetic_dental_form_example
4061,Patient presenting with tartar accumulation and sensitivity. subgingival scaling completed; fluoride prescribed.,cleaning_form,tartar accumulation,subgingival scaling,fluoride,16,synthetic_dental_form_example
4062,Endodontic therapy for tooth 19 due to necrotic pulp. obturation completed under rubber dam. acetaminophen advised.,root_canal_form,necrotic pulp,obturation,acetaminophen,19,synthetic_dental_form_example
4063,Emergency bone grafting post extraction for tooth 17 due to failed root canal. acetaminophen prescribed for infection control.,extraction_form,failed root canal,bone grafting post extraction,acetaminophen,17,synthetic_dental_form_example
4064,Dental hygiene visit revealed plaque buildup. Full mouth dental cleaning completed. antiseptic gel prescribed.,cleaning_form,plaque buildup,dental cleaning,antiseptic gel,10,synthetic_dental_form_example
4065,Hygiene therapist performed dental cleaning for bleeding gums. chlorhexidine rinse recommended for home care.,cleaning_form,bleeding gums,dental cleaning,chlorhexidine rinse,27,synthetic_dental_form_example
4066,Dentist completed wisdom tooth removal on tooth 5. Underlying cause: advanced infection. penicillin dispensed.,extraction_form,advanced infection,wisdom tooth removal,penicillin,5,synthetic_dental_form_example
4067,Specialist referral for post and core placement of tooth 14 with chronic apical periodontitis. naproxen provided in interim.,root_canal_form,chronic apical periodontitis,post and core placement,naproxen,14,synthetic_dental_form_example
4068,Patient with intrinsic staining wishes aesthetic improvement. bleaching treatment recommended; desensitizing gel provided.,whitening_form,intrinsic staining,bleaching treatment,desensitizing gel,20,synthetic_dental_form_example
4069,Crown assessment for tooth 8 with compromised tooth structure. temporary crown placement commenced; impressions sent. lidocaine provided.,crown_bridge_form,compromised tooth structure,temporary crown placement,lidocaine,8,synthetic_dental_form_example
4070,Secondary small cavity on tooth 26 treated with tooth restoration. acetaminophen advised.,filling_form,small cavity,tooth restoration,acetaminophen,26,synthetic_dental_form_example
4071,Six-month recall. gingivitis detected. air polishing carried out; fluoride advised.,cleaning_form,gingivitis,air polishing,fluoride,27,synthetic_dental_form_example
4072,Out-of-hours for soft tissue laceration. Patient seen same day. emergency root canal completed; clindamycin given.,emergency_form,soft tissue laceration,emergency root canal,clindamycin,14,synthetic_dental_form_example
4073,Dental caries on tooth 12 treated with composite filling. fluoride given for comfort.,filling_form,dental caries,composite filling,fluoride,12,synthetic_dental_form_example
4074,Tooth 16 shows cavity. Dentist completed bonding restoration; acetaminophen advised for sensitivity.,filling_form,cavity,bonding restoration,acetaminophen,16,synthetic_dental_form_example
4075,Root canal assessment for tooth 21: cracked tooth with pulp involvement confirmed. post and core placement scheduled; lidocaine prescribed.,root_canal_form,cracked tooth with pulp involvement,post and core placement,lidocaine,21,synthetic_dental_form_example
4076,Three-unit bridge for tooth 16 region. cracked tooth on abutment teeth. bridge fitting initiated; lidocaine dispensed.,crown_bridge_form,cracked tooth,bridge fitting,lidocaine,16,synthetic_dental_form_example
4077,Final bridge fitting on tooth 24 following missing tooth. Permanent crown cemented; desensitizing gel dispensed.,crown_bridge_form,missing tooth,bridge fitting,desensitizing gel,24,synthetic_dental_form_example
4078,Tooth 21 with pulp infection treated with endodontic retreatment over two visits. clindamycin given.,root_canal_form,pulp infection,endodontic retreatment,clindamycin,21,synthetic_dental_form_example
4079,Initial consultation for oral sensitivity. Dentist performed bite assessment; acetaminophen recommended short-term.,consultation_form,oral sensitivity,bite assessment,acetaminophen,4,synthetic_dental_form_example
4080,Severe pain from tooth 11. Diagnosis: pulp infection. Emergency obturation commenced; naproxen prescribed.,root_canal_form,pulp infection,obturation,naproxen,11,synthetic_dental_form_example
4081,Patient presents with dental abscess. Emergency emergency root canal performed; amoxicillin prescribed.,emergency_form,dental abscess,emergency root canal,amoxicillin,13,synthetic_dental_form_example
4082,wire adjustment adjustment for underbite. Progress satisfactory; acetaminophen suggested for soreness.,orthodontic_form,underbite,wire adjustment,acetaminophen,15,synthetic_dental_form_example
4083,New patient assessment. spacing issues identified. aligner fitting recommended; acetaminophen provided.,orthodontic_form,spacing issues,aligner fitting,acetaminophen,26,synthetic_dental_form_example
4084,Tooth 29 is not restorable due to dental abscess. socket irrigation completed and metronidazole prescribed.,extraction_form,dental abscess,socket irrigation,metronidazole,29,synthetic_dental_form_example
4085,Walk-in emergency: broken tooth. Dentist performed emergency root canal urgently; naproxen dispensed.,emergency_form,broken tooth,emergency root canal,naproxen,11,synthetic_dental_form_example
4086,Endodontic therapy for tooth 11 due to periapical abscess. root canal treatment completed under rubber dam. lidocaine advised.,root_canal_form,periapical abscess,root canal treatment,lidocaine,11,synthetic_dental_form_example
4087,Hygiene therapist performed scaling and polishing for plaque buildup. antiseptic gel recommended for home care.,cleaning_form,plaque buildup,scaling and polishing,antiseptic gel,2,synthetic_dental_form_example
4088,Root canal assessment for tooth 9: cracked tooth with pulp involvement confirmed. root canal treatment scheduled; clindamycin prescribed.,root_canal_form,cracked tooth with pulp involvement,root canal treatment,clindamycin,9,synthetic_dental_form_example
4089,Broken tooth emergency: avulsed tooth on tooth 23. abscess drainage completed; clindamycin prescribed.,emergency_form,avulsed tooth,abscess drainage,clindamycin,23,synthetic_dental_form_example
4090,Oral surgery on tooth 5 for dental abscess. Procedure: surgical extraction. Post-op ibuprofen dispensed.,extraction_form,dental abscess,surgical extraction,ibuprofen,5,synthetic_dental_form_example
4091,Hygiene appointment completed. Findings: calculus deposits. Procedure: air polishing. antiseptic gel recommended.,cleaning_form,calculus deposits,air polishing,antiseptic gel,2,synthetic_dental_form_example
4092,Full mouth scaling and polishing completed for gingivitis. Patient given desensitizing gel as adjunct therapy.,cleaning_form,gingivitis,scaling and polishing,desensitizing gel,29,synthetic_dental_form_example
4093,Out-of-hours for cracked tooth emergency. Patient seen same day. emergency root canal completed; ibuprofen given.,emergency_form,cracked tooth emergency,emergency root canal,ibuprofen,3,synthetic_dental_form_example
4094,Emergency appointment: tooth 28 with irreversible pulpitis. Partial canal cleaning completed; lidocaine dispensed.,root_canal_form,irreversible pulpitis,canal cleaning,lidocaine,28,synthetic_dental_form_example
4095,Pre-treatment bite assessment completed. Patient experiencing oral sensitivity. naproxen provided.,consultation_form,oral sensitivity,bite assessment,naproxen,10,synthetic_dental_form_example
4096,Advanced chronic periodontitis detected. periodontal therapy required; doxycycline commenced.,periodontal_form,chronic periodontitis,periodontal therapy,doxycycline,29,synthetic_dental_form_example
4097,Take-home enamel polishing kit provided for extrinsic staining. carbamide peroxide prescribed if sensitivity arises.,whitening_form,extrinsic staining,enamel polishing,carbamide peroxide,26,synthetic_dental_form_example
4098,Orthodontic records taken. Diagnosis: crowded teeth. braces fitting to begin next appointment. orthodontic wax given.,orthodontic_form,crowded teeth,braces fitting,orthodontic wax,26,synthetic_dental_form_example
4099,Cavity preparation and cavity preparation on tooth 12 for cavity. lidocaine dispensed.,filling_form,cavity,cavity preparation,lidocaine,12,synthetic_dental_form_example
4100,Six-month recall. bleeding gums detected. air polishing carried out; fluoride advised.,cleaning_form,bleeding gums,air polishing,fluoride,4,synthetic_dental_form_example
4101,Patient referred from A&E with severe gum swelling on tooth 18. temporary restoration performed; naproxen prescribed.,emergency_form,severe gum swelling,temporary restoration,naproxen,18,synthetic_dental_form_example
4102,Advanced periodontal abscess detected. flap surgery required; clindamycin commenced.,periodontal_form,periodontal abscess,flap surgery,clindamycin,1,synthetic_dental_form_example
4103,Patient presents with worsening toothache. treatment planning carried out; naproxen prescribed.,consultation_form,toothache,treatment planning,naproxen,20,synthetic_dental_form_example
4104,Emergency simple extraction for tooth 7 due to non-restorable tooth. chlorhexidine rinse prescribed for infection control.,extraction_form,non-restorable tooth,simple extraction,chlorhexidine rinse,7,synthetic_dental_form_example
4105,Tooth 8 is not restorable due to severe decay. simple extraction completed and ibuprofen prescribed.,extraction_form,severe decay,simple extraction,ibuprofen,8,synthetic_dental_form_example
4106,Tooth 24 diagnosed with dental abscess. canal shaping recommended and clindamycin prescribed.,root_canal_form,dental abscess,canal shaping,clindamycin,24,synthetic_dental_form_example
4107,Patient returned for tooth restoration of tooth 7 following worn enamel. lidocaine provided.,filling_form,worn enamel,tooth restoration,lidocaine,7,synthetic_dental_form_example
4108,Endodontic therapy for tooth 9 due to deep cavity. canal shaping completed under rubber dam. naproxen advised.,root_canal_form,deep cavity,canal shaping,naproxen,9,synthetic_dental_form_example
4109,Cavity preparation and tooth restoration on tooth 13 for proximal caries. lidocaine dispensed.,filling_form,proximal caries,tooth restoration,lidocaine,13,synthetic_dental_form_example
4110,Post-operative review for wisdom tooth removal of tooth 2. Original diagnosis: irreversible pulpitis. ibuprofen continued.,extraction_form,irreversible pulpitis,wisdom tooth removal,ibuprofen,2,synthetic_dental_form_example
4111,Patient presents with severe bone loss. Full mouth periodontal surgery planned; amoxicillin prescribed.,periodontal_form,severe bone loss,periodontal surgery,amoxicillin,16,synthetic_dental_form_example
4112,Emergency wire adjustment for open bite. aligner fitting ongoing; orthodontic wax recommended for pain.,orthodontic_form,open bite,aligner fitting,orthodontic wax,3,synthetic_dental_form_example
4113,Six-month recall. gingivitis detected. air polishing carried out; mouth rinse advised.,cleaning_form,gingivitis,air polishing,mouth rinse,23,synthetic_dental_form_example
4114,Patient presents with misaligned teeth. bracket placement recommended; ibuprofen advised for discomfort.,orthodontic_form,misaligned teeth,bracket placement,ibuprofen,22,synthetic_dental_form_example
4115,Patient in significant pain due to acute toothache. abscess drainage completed; amoxicillin prescribed.,emergency_form,acute toothache,abscess drainage,amoxicillin,9,synthetic_dental_form_example
4116,New patient assessment. overbite identified. orthodontic assessment recommended; acetaminophen provided.,orthodontic_form,overbite,orthodontic assessment,acetaminophen,24,synthetic_dental_form_example
4117,Definitive crown preparation on tooth 21. severely decayed tooth addressed with full coverage crown. fluoride recommended.,crown_bridge_form,severely decayed tooth,crown preparation,fluoride,21,synthetic_dental_form_example
4118,Crown lengthening prior to temporary crown placement on tooth 15. worn down tooth required recontouring; lidocaine prescribed.,crown_bridge_form,worn down tooth,temporary crown placement,lidocaine,15,synthetic_dental_form_example
4119,Tooth 26 tested non-vital with pulp exposure. obturation initiated; clindamycin prescribed.,root_canal_form,pulp exposure,obturation,clindamycin,26,synthetic_dental_form_example
4120,Periodontal charting shows severe bone loss with multiple deep pockets. periodontal surgery planned in quadrants; metronidazole prescribed.,periodontal_form,severe bone loss,periodontal surgery,metronidazole,18,synthetic_dental_form_example
4121,Patient presents with worsening jaw pain. treatment planning carried out; naproxen prescribed.,consultation_form,jaw pain,treatment planning,naproxen,32,synthetic_dental_form_example
4122,Walk-in emergency: knocked out tooth. Dentist performed temporary restoration urgently; acetaminophen dispensed.,emergency_form,knocked out tooth,temporary restoration,acetaminophen,31,synthetic_dental_form_example
4123,Surgical simple extraction completed for tooth 30 with advanced infection. Patient tolerated well; ibuprofen given.,extraction_form,advanced infection,simple extraction,ibuprofen,30,synthetic_dental_form_example
4124,Radiograph confirmed secondary caries on tooth 4. composite filling completed under local anaesthesia with desensitizing gel.,filling_form,secondary caries,composite filling,desensitizing gel,4,synthetic_dental_form_example
4125,Patient presents with worsening facial swelling. bite assessment carried out; lidocaine prescribed.,consultation_form,facial swelling,bite assessment,lidocaine,7,synthetic_dental_form_example
4126,Patient presents with open bite. retainer fitting recommended; ibuprofen advised for discomfort.,orthodontic_form,open bite,retainer fitting,ibuprofen,5,synthetic_dental_form_example
4127,Endodontic consultation for tooth 19. Findings: deep cavity. canal shaping planned; clindamycin given.,root_canal_form,deep cavity,canal shaping,clindamycin,19,synthetic_dental_form_example
4128,Crown lengthening prior to bridge fitting on tooth 10. tooth discoloration required recontouring; fluoride prescribed.,crown_bridge_form,tooth discoloration,bridge fitting,fluoride,10,synthetic_dental_form_example
4129,Oral health assessment completed. gingivitis observed. Treatment: air polishing. desensitizing gel instructed.,cleaning_form,gingivitis,air polishing,desensitizing gel,22,synthetic_dental_form_example
4130,Hygiene therapist performed dental cleaning for gum recession. fluoride recommended for home care.,cleaning_form,gum recession,dental cleaning,fluoride,6,synthetic_dental_form_example
4131,Retainer fitting following braces fitting. misaligned teeth successfully corrected. ibuprofen not required beyond today.,orthodontic_form,misaligned teeth,braces fitting,ibuprofen,20,synthetic_dental_form_example
4132,Annual dental examination: patient reports oral sensitivity. diagnostic assessment completed; naproxen given.,consultation_form,oral sensitivity,diagnostic assessment,naproxen,22,synthetic_dental_form_example
4133,Consultation for dry mouth. oral examination completed; lidocaine advised.,consultation_form,dry mouth,oral examination,lidocaine,6,synthetic_dental_form_example
4134,Tooth 6 is not restorable due to fractured tooth. surgical extraction completed and metronidazole prescribed.,extraction_form,fractured tooth,surgical extraction,metronidazole,6,synthetic_dental_form_example
4135,Oral health assessment completed. plaque buildup observed. Treatment: scaling and polishing. fluoride instructed.,cleaning_form,plaque buildup,scaling and polishing,fluoride,21,synthetic_dental_form_example
4136,Patient returned for tooth restoration of tooth 19 following dental caries. ibuprofen provided.,filling_form,dental caries,tooth restoration,ibuprofen,19,synthetic_dental_form_example
4137,Full mouth periodontal cleaning completed for calculus deposits. Patient given fluoride as adjunct therapy.,cleaning_form,calculus deposits,periodontal cleaning,fluoride,8,synthetic_dental_form_example
4138,Patient reports bleeding on brushing consistent with bleeding gums. oral hygiene instruction performed; antiseptic gel advised.,cleaning_form,bleeding gums,oral hygiene instruction,antiseptic gel,9,synthetic_dental_form_example
4139,Child patient with acute toothache on tooth 10 following sports injury. emergency root canal completed; acetaminophen dispensed.,emergency_form,acute toothache,emergency root canal,acetaminophen,10,synthetic_dental_form_example
4140,Patient referred regarding clicking jaw. Full oral examination performed; mouth rinse advised.,consultation_form,clicking jaw,oral examination,mouth rinse,21,synthetic_dental_form_example
4141,Tooth 23 tested non-vital with pulp exposure. endodontic retreatment initiated; acetaminophen prescribed.,root_canal_form,pulp exposure,endodontic retreatment,acetaminophen,23,synthetic_dental_form_example
4142,Patient with oral ulcers attended for treatment planning. Specialist referral considered. ibuprofen prescribed.,consultation_form,oral ulcers,treatment planning,ibuprofen,7,synthetic_dental_form_example
4143,Surgical periodontal surgery planned for unresolved severe bone loss. chlorhexidine rinse adjusted pre-operatively.,periodontal_form,severe bone loss,periodontal surgery,chlorhexidine rinse,22,synthetic_dental_form_example
4144,Broken tooth emergency: cracked tooth emergency on tooth 8. abscess drainage completed; clindamycin prescribed.,emergency_form,cracked tooth emergency,abscess drainage,clindamycin,8,synthetic_dental_form_example
4145,Crown lengthening prior to bridge fitting on tooth 22. large existing filling required recontouring; acetaminophen prescribed.,crown_bridge_form,large existing filling,bridge fitting,acetaminophen,22,synthetic_dental_form_example
4146,Patient with tetracycline staining wishes aesthetic improvement. enamel polishing recommended; desensitizing gel provided.,whitening_form,tetracycline staining,enamel polishing,desensitizing gel,28,synthetic_dental_form_example
4147,Cavity preparation and cavity preparation on tooth 9 for sensitivity from decay. ibuprofen dispensed.,filling_form,sensitivity from decay,cavity preparation,ibuprofen,9,synthetic_dental_form_example
4148,Whitening tray fitted for fluorosis staining. whitening tray fitting home kit dispensed; carbamide peroxide for sensitivity.,whitening_form,fluorosis staining,whitening tray fitting,carbamide peroxide,1,synthetic_dental_form_example
4149,Out-of-hours for soft tissue laceration. Patient seen same day. pain management completed; acetaminophen given.,emergency_form,soft tissue laceration,pain management,acetaminophen,25,synthetic_dental_form_example
4150,Oral health assessment completed. moderate periodontitis observed. Treatment: air polishing. fluoride instructed.,cleaning_form,moderate periodontitis,air polishing,fluoride,9,synthetic_dental_form_example
4151,Endodontic consultation for tooth 31. Findings: cracked tooth with pulp involvement. canal shaping planned; lidocaine given.,root_canal_form,cracked tooth with pulp involvement,canal shaping,lidocaine,31,synthetic_dental_form_example
4152,Broken temporary crown on tooth 15. fractured tooth requiring crown present. impression taking repeated; acetaminophen advised.,crown_bridge_form,fractured tooth requiring crown,impression taking,acetaminophen,15,synthetic_dental_form_example
4153,Aesthetic consultation for yellowing enamel. laser whitening recommended; hydrogen peroxide gel advised.,whitening_form,yellowing enamel,laser whitening,hydrogen peroxide gel,6,synthetic_dental_form_example
4154,Patient requests whitening for tooth discoloration. in-office bleaching initiated; fluoride prescribed for sensitivity.,whitening_form,tooth discoloration,in-office bleaching,fluoride,5,synthetic_dental_form_example
4155,Root canal assessment for tooth 16: cracked tooth with pulp involvement confirmed. canal cleaning scheduled; metronidazole prescribed.,root_canal_form,cracked tooth with pulp involvement,canal cleaning,metronidazole,16,synthetic_dental_form_example
4156,Out-of-hours for acute toothache. Patient seen same day. temporary restoration completed; metronidazole given.,emergency_form,acute toothache,temporary restoration,metronidazole,22,synthetic_dental_form_example
4157,In-office bleaching treatment for stained teeth. Shade improved by four shades; fluoride given.,whitening_form,stained teeth,bleaching treatment,fluoride,21,synthetic_dental_form_example
4158,Patient referred from A&E with lost filling on tooth 4. abscess drainage performed; metronidazole prescribed.,emergency_form,lost filling,abscess drainage,metronidazole,4,synthetic_dental_form_example
4159,Emergency appointment: tooth 21 with irreversible pulpitis. Partial pulp removal completed; metronidazole dispensed.,root_canal_form,irreversible pulpitis,pulp removal,metronidazole,21,synthetic_dental_form_example
4160,Retainer fitting following braces fitting. overbite successfully corrected. acetaminophen not required beyond today.,orthodontic_form,overbite,braces fitting,acetaminophen,17,synthetic_dental_form_example
4161,Patient in significant pain due to avulsed tooth. tooth splinting completed; naproxen prescribed.,emergency_form,avulsed tooth,tooth splinting,naproxen,1,synthetic_dental_form_example
4162,Annual dental examination: patient reports facial swelling. treatment planning completed; naproxen given.,consultation_form,facial swelling,treatment planning,naproxen,23,synthetic_dental_form_example
4163,Broken tooth emergency: dental abscess on tooth 15. emergency consultation completed; acetaminophen prescribed.,emergency_form,dental abscess,emergency consultation,acetaminophen,15,synthetic_dental_form_example
4164,Dentist completed tooth extraction on tooth 9. Underlying cause: advanced infection. naproxen dispensed.,extraction_form,advanced infection,tooth extraction,naproxen,9,synthetic_dental_form_example
4165,Clinical findings confirm root fracture on tooth 6. tooth extraction carried out; penicillin given for pain control.,extraction_form,root fracture,tooth extraction,penicillin,6,synthetic_dental_form_example
4166,Surgical surgical extraction completed for tooth 28 with non-restorable tooth. Patient tolerated well; chlorhexidine rinse given.,extraction_form,non-restorable tooth,surgical extraction,chlorhexidine rinse,28,synthetic_dental_form_example
4167,Patient returned for cavity preparation of tooth 24 following secondary caries. lidocaine provided.,filling_form,secondary caries,cavity preparation,lidocaine,24,synthetic_dental_form_example
4168,Radiograph confirms impacted wisdom tooth affecting tooth 31. post extraction care performed and metronidazole advised post-operatively.,extraction_form,impacted wisdom tooth,post extraction care,metronidazole,31,synthetic_dental_form_example
4169,Tooth 17 requires permanent crown cementation due to severely decayed tooth. Impression taken; acetaminophen prescribed.,crown_bridge_form,severely decayed tooth,permanent crown cementation,acetaminophen,17,synthetic_dental_form_example
4170,Swelling related to infected root canal on tooth 7. Urgent canal shaping for drainage; lidocaine prescribed.,root_canal_form,infected root canal,canal shaping,lidocaine,7,synthetic_dental_form_example
4171,Advanced advanced gum disease detected. guided tissue regeneration required; chlorhexidine rinse commenced.,periodontal_form,advanced gum disease,guided tissue regeneration,chlorhexidine rinse,8,synthetic_dental_form_example
4172,Bridge fitting for missing tooth region near 5. Adjacent teeth prepared; acetaminophen advised.,crown_bridge_form,broken cusp,porcelain crown placement,acetaminophen,5,synthetic_dental_form_example
4173,Retreatment of tooth 1 for dental abscess. endodontic retreatment performed; acetaminophen prescribed post-operatively.,root_canal_form,dental abscess,endodontic retreatment,acetaminophen,1,synthetic_dental_form_example
4174,Take-home whitening tray fitting kit provided for tobacco staining. hydrogen peroxide gel prescribed if sensitivity arises.,whitening_form,tobacco staining,whitening tray fitting,hydrogen peroxide gel,28,synthetic_dental_form_example
4175,Endodontic consultation for tooth 5. Findings: deep cavity. obturation planned; lidocaine given.,root_canal_form,deep cavity,obturation,lidocaine,5,synthetic_dental_form_example
4176,Patient with tetracycline staining wishes aesthetic improvement. enamel polishing recommended; carbamide peroxide provided.,whitening_form,tetracycline staining,enamel polishing,carbamide peroxide,26,synthetic_dental_form_example
4177,Tooth 27 diagnosed with chronic apical periodontitis. canal cleaning recommended and metronidazole prescribed.,root_canal_form,chronic apical periodontitis,canal cleaning,metronidazole,27,synthetic_dental_form_example
4178,Patient presents with irreversible pulpitis on tooth 25. Dentist performed wisdom tooth removal and prescribed penicillin.,extraction_form,irreversible pulpitis,wisdom tooth removal,penicillin,25,synthetic_dental_form_example
4179,Patient phoned reporting severe gum swelling. Seen within the hour. emergency extraction performed; naproxen dispensed.,emergency_form,severe gum swelling,emergency extraction,naproxen,13,synthetic_dental_form_example
4180,Two-week review post in-office bleaching. tetracycline staining lightened successfully; fluoride recommended for maintenance.,whitening_form,tetracycline staining,in-office bleaching,fluoride,30,synthetic_dental_form_example
4181,Patient presents with gum recession. periodontal cleaning completed and fluoride prescribed.,cleaning_form,gum recession,periodontal cleaning,fluoride,14,synthetic_dental_form_example
4182,New patient assessment. spacing issues identified. wire adjustment recommended; acetaminophen provided.,orthodontic_form,spacing issues,wire adjustment,acetaminophen,19,synthetic_dental_form_example
4183,Acute chronic periodontitis treated with emergency scaling and root planing. metronidazole prescribed urgently.,periodontal_form,chronic periodontitis,scaling and root planing,metronidazole,3,synthetic_dental_form_example
4184,Crown preparation on tooth 20 for cracked tooth. Temporary crown placed; fluoride given.,crown_bridge_form,cracked tooth,impression taking,fluoride,20,synthetic_dental_form_example
4185,Patient referred regarding toothache. Full oral examination performed; naproxen advised.,consultation_form,toothache,oral examination,naproxen,7,synthetic_dental_form_example
4186,Comprehensive bite assessment for jaw pain. Treatment options discussed. lidocaine recommended.,consultation_form,jaw pain,bite assessment,lidocaine,24,synthetic_dental_form_example
4187,Broken temporary crown on tooth 15. post root canal crown needed present. bridge fitting repeated; fluoride advised.,crown_bridge_form,post root canal crown needed,bridge fitting,fluoride,15,synthetic_dental_form_example
4188,Patient presents with attachment loss. Full mouth pocket reduction surgery planned; doxycycline prescribed.,periodontal_form,attachment loss,pocket reduction surgery,doxycycline,5,synthetic_dental_form_example
4189,Patient with gingival recession attends for maintenance therapy. bone grafting completed; doxycycline continued.,periodontal_form,gingival recession,bone grafting,doxycycline,9,synthetic_dental_form_example
4190,Pre-whitening assessment for post-orthodontic discoloration. take-home whitening kit recommended; fluoride provided as precaution.,whitening_form,post-orthodontic discoloration,take-home whitening kit,fluoride,32,synthetic_dental_form_example
4191,Routine hygiene visit. bleeding gums noted. periodontal cleaning completed; mouth rinse recommended daily.,cleaning_form,bleeding gums,periodontal cleaning,mouth rinse,28,synthetic_dental_form_example
4192,Patient attended for bite assessment. Main concern: toothache. lidocaine suggested.,consultation_form,toothache,bite assessment,lidocaine,6,synthetic_dental_form_example
4193,Tooth 5 is not restorable due to failed root canal. wisdom tooth removal completed and clindamycin prescribed.,extraction_form,failed root canal,wisdom tooth removal,clindamycin,5,synthetic_dental_form_example
4194,Patient presents with chronic periodontitis. Full mouth guided tissue regeneration planned; chlorhexidine rinse prescribed.,periodontal_form,chronic periodontitis,guided tissue regeneration,chlorhexidine rinse,4,synthetic_dental_form_example
4195,Patient attended for composite filling on tooth 18. Diagnosis: sensitivity from decay. acetaminophen prescribed.,filling_form,sensitivity from decay,composite filling,acetaminophen,18,synthetic_dental_form_example
4196,Emergency visit for clicking jaw. diagnostic assessment completed and acetaminophen given.,consultation_form,clicking jaw,diagnostic assessment,acetaminophen,1,synthetic_dental_form_example
4197,Tooth 11 with infected root canal treated with obturation over two visits. ibuprofen given.,root_canal_form,infected root canal,obturation,ibuprofen,11,synthetic_dental_form_example
4198,Oral surgery on tooth 26 for advanced infection. Procedure: bone grafting post extraction. Post-op chlorhexidine rinse dispensed.,extraction_form,advanced infection,bone grafting post extraction,chlorhexidine rinse,26,synthetic_dental_form_example
4199,Bone grafting for increased tooth mobility. scaling and root planing consent obtained; ibuprofen prescribed pre-operatively.,periodontal_form,increased tooth mobility,scaling and root planing,ibuprofen,28,synthetic_dental_form_example
4200,Tooth 4 presented with proximal caries. tooth restoration completed successfully; fluoride prescribed.,filling_form,proximal caries,tooth restoration,fluoride,4,synthetic_dental_form_example
4201,Six-month recall. halitosis detected. scaling and polishing carried out; chlorhexidine rinse advised.,cleaning_form,halitosis,scaling and polishing,chlorhexidine rinse,13,synthetic_dental_form_example
4202,Patient with teeth grinding attended for oral examination. Specialist referral considered. ibuprofen prescribed.,consultation_form,teeth grinding,oral examination,ibuprofen,14,synthetic_dental_form_example
4203,Dental caries on tooth 6 treated with tooth-colored restoration. lidocaine given for comfort.,filling_form,dental caries,tooth-colored restoration,lidocaine,6,synthetic_dental_form_example
4204,Pre-treatment bite assessment completed. Patient experiencing jaw pain. lidocaine provided.,consultation_form,jaw pain,bite assessment,lidocaine,21,synthetic_dental_form_example
4205,fractured cusp found on tooth 16. tooth restoration completed; desensitizing gel advised if sensitivity persists.,filling_form,fractured cusp,tooth restoration,desensitizing gel,16,synthetic_dental_form_example
4206,Out-of-hours for broken tooth. Patient seen same day. emergency extraction completed; ibuprofen given.,emergency_form,broken tooth,emergency extraction,ibuprofen,31,synthetic_dental_form_example
4207,Hygiene therapist performed air polishing for gum recession. fluoride recommended for home care.,cleaning_form,gum recession,air polishing,fluoride,25,synthetic_dental_form_example
4208,Patient reports discomfort from retainer fitting. misaligned teeth being managed; wire trimmed. orthodontic wax suggested.,orthodontic_form,misaligned teeth,retainer fitting,orthodontic wax,20,synthetic_dental_form_example
4209,Laser teeth whitening for extrinsic staining. Immediate improvement noted; fluoride dispensed.,whitening_form,extrinsic staining,teeth whitening,fluoride,2,synthetic_dental_form_example
4210,braces fitting adjustment for underbite. Progress satisfactory; acetaminophen suggested for soreness.,orthodontic_form,underbite,braces fitting,acetaminophen,2,synthetic_dental_form_example
4211,Acute dental abscess on tooth 22. Emergency temporary restoration undertaken; lidocaine prescribed.,emergency_form,dental abscess,temporary restoration,lidocaine,22,synthetic_dental_form_example
